group	problem	chapter	section	why
配置与凭据	配置文件和环境变量里都设了同一件事,到底谁说了算?	chapters/r8a-configuration-surface.md	2. 全景:两套东西,一个名字	三条桥的方向,含顶层标量反过来变成环境变量这条反直觉的
配置与凭据	我照文档配好了、功能也正常,诊断命令却说没配,该信谁?	chapters/r8a-configuration-surface.md	1. 从一个场景说起:我照着文档配了,机器人也好了,面板却说没配	面板读的是改名前的旧变量,兼容分支双重失效,两个诊断命令互相拆台
配置与凭据	我只改了一个子键,同级的默认值全没了怎么办?	chapters/r8a-configuration-surface.md	3.1 深合并:为什么"改一个键"不该弄丢它的兄弟	递归深合并保住兄弟键,YAML 里的空段解析成 None 也当作没写
配置与凭据	我只改了一个子键,同级的默认值全没了怎么办?	chapters/r8b-cli-trunk-and-interaction.md	3.2 死法二:层级错位 —— 同一条命令,不同入口给出不同的世界	浅合并的危害取决于读取点兜底能否重建:十四个内置人格被一次增补顶掉
配置与凭据	同一个配置键,命令行和网关读出来的值不一样,为什么?	chapters/r8a-configuration-surface.md	3.2 头条:同一份文件,两个装载器,合并语义不同	两个装载器各带一份默认值、合并语义还不同,实测同一份文件两个结果
配置与凭据	用户把配置文件编辑坏了,进程该退回默认值还是保持现状?	chapters/r8a-configuration-surface.md	3.3 解析失败:退回"上一次好的",而不是退回默认值	退回默认值等于把拒绝名单这类限制性规则自己拆了,所以退回上一次好的
配置与凭据	改了个无关的显示选项,API 密钥就被明文写进配置文件了,怎么防?	chapters/r8a-configuration-surface.md	3.4 读写不对称:读的时候展开密钥,写的时候必须把它变回去	读时展开必须配写时逆变换,并给出值有没有被改动过的三条判据
配置与凭据	明明改了配置却不生效,重启一下就好了,该往哪儿查?	chapters/r8a-configuration-surface.md	3.5 缓存:键必须覆盖全部输入,而不只是最显眼那个	缓存键只覆盖了最显眼的输入;重启就好了是缓存键不完整的典型征兆
配置与凭据	配置格式升级了,两年前的老配置怎么自动迁上来?	chapters/r8a-configuration-surface.md	3.6 版本迁移:一张表、一个下限、一个不推进的版本号	表驱动加支持下限,跳号合法;配表的形状与删除安全性两类测试
配置与凭据	迁移屏幕上说加了十五个键,文件里一个都没有,怎么回事?	chapters/r8a-configuration-surface.md	3.6 版本迁移:一张表、一个下限、一个不推进的版本号	两个各自正确的设计相撞:默认值不落盘的不变式无声吃掉了那一步的写入
配置与凭据	我关掉了一个工具集,重启之后它又回来了,为什么?	chapters/r8a-configuration-surface.md	3.7 工具集配置:一个"从子集反推"的坑,和它的修法	从复合工具集反推子集,让关掉的重新算启用;修法是换判据不是改数据
配置与凭据	schema 要演进,该改用户的文件还是读的时候归一化?	chapters/r8a-configuration-surface.md	3.11 两个领域子模式给出的两条额外答案	两种策略的取舍表:旧形状寿命、动不动用户文件、失败面、各自适合什么
配置与凭据	配置系统该怎么设计,才不会让用户配了却不生效?	chapters/r8a-configuration-surface.md	4. 可迁移的设计原则	二十条判据,含把键的说明做成数据结构必填字段那个对照实验
配置与凭据	改配置的接口有键名黑名单,另一个入口没有,会发生什么?	chapters/r8c-dashboard-and-web.md	3.4 本章的主题:同一件事有两份实现,只有一份带守卫	无名单的写入口,加上顶层标量在 import 时进环境变量
配置与凭据	用户删掉一个 API key,怎么保证不会顺手把 OAuth 授权也撤了?	chapters/r8d-self-custody.md	3.4 凭据:散在六个存储里的东西,谁管它们的生老病死	一次字符串等值比较独力承担这条契约
配置与凭据	删了 .env 里的密钥,下次启动它又回来了,怎么让删除粘得住?	chapters/r8d-self-custody.md	3.4 凭据:散在六个存储里的东西,谁管它们的生老病死	删除时另打抑制标记,以及多实例模式下它失效的边界
配置与凭据	哪些能力应该默认关闭?一个 harness 的默认配置该包含什么?	chapters/r9b-multimodal-delivery.md	3.6 默认关闭是一种设计	三重默认关闭,以及花钱、占设备、装依赖这条判据
配置与凭据	API key 不想写进配置文件,能从外部密钥管理器取吗?	chapters/r9c-external-interfaces.md	3.4 密钥来源:钥匙不放在配置里,以及一份没进名单的明文缓存	三种来源的统一契约,以及它为何管不了「发给谁」
配置与凭据	给子进程传环境变量的助手函数,会不会把别的 profile 的 token 漏进去?	chapters/r9c-external-interfaces.md	3.4 密钥来源:钥匙不放在配置里,以及一份没进名单的明文缓存	为隔离而写的助手却从进程全局取放行清单,方向搞反了
配置与凭据	同一个仓库里两处都要接 OAuth,一处手写一处用 SDK,怎么选?	chapters/r11b-the-unwritten-layer.md	3.4 同一个仓库,两套 OAuth,选择相反且都对	对手方是一家还是任意一家,决定手写还是全托
配置与凭据	一个配置项「存在但只生效一半」,怎么会这样?	chapters/r11b-the-unwritten-layer.md	5. 地图与代码的出入	环境变量能覆盖 portal 主机,而二维码模板写死了生产域名
安全、权限与边界	用户开了免确认模式,模型要跑一条删根命令,该不该放行?	chapters/r3-tool-infrastructure.md	3.2 安全防线之一:命令审批的"地板优先于开关"	审批是有序短路链,硬底线与 sudo 守卫都排在任何便利开关之前
安全、权限与边界	agent 要去抓一个 URL,怎么防止它被 DNS 骗去读云元数据?	chapters/r3-tool-infrastructure.md	3.3 安全防线之二:SSRF 双层防护,挡住 DNS 欺骗	URL 预检加连接时 IP 钉扎两层,并交代配了代理的沙箱那处妥协
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r3-tool-infrastructure.md	3.4 安全防线之三:把外部内容当攻击面	威胁模式库按攻击类分三档作用域,技能安装用信任乘裁决的二维矩阵
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r5-session-state-and-persistence.md	3.6 prompt 装配:按"变化概率"分层保缓存	项目上下文文件注入前过威胁扫描,命中就整份换成 BLOCKED 占位符
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r5-session-state-and-persistence.md	3.7 长期记忆:常驻 + 召回 + 三道防注入	召回记忆的三道围栏:铸造权归 harness、可见流剥块、写入与载入各扫一次
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r6-memory-provider-ecosystem.md	3.5 防自污染:围栏铸造权 + 写口清洗	注入口剥掉 provider 自带的围栏标签,写口清洗防止召回内容被反刍回存
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r9d-tool-surface-and-guard-placement.md	3.5 检索与浏览器:不可信输入的边界	untrusted 包装白名单只有两个名字,x_search 不在其中
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r9d-tool-surface-and-guard-placement.md	3.2 LSP 子系统:本轮设计质量最高的一块	语言服务器的诊断消息同样按不可信输入处理的理由
安全、权限与边界	接了一个第三方 MCP 工具服务器,它的名字、描述、进程该怎么设防?	chapters/r3-tool-infrastructure.md	3.6 把外部工具当"不可信输入":MCP 客户端侧的七道防护	命名撞车一律跳过、恶意包预检、父死看门狗三道最有代表性的防护
安全、权限与边界	我要给 agent 造工具系统,安全上必须先立哪几条规矩?	chapters/r3-tool-infrastructure.md	4. 可迁移的设计原则(造你自己的工具系统时怎么做)	七条:地板优先于开关、防 TOCTOU 要两层、凭据隔离靠边界而不靠信任
安全、权限与边界	选了远端沙箱后端,是不是就自动有网络出口管控了?	chapters/r4-execution-environments.md	3.3 七种后端、两种范式,和"空闲休眠"的四种真相	出口代理只接线在 Docker 后端,出口管控与选哪个后端是正交的两件事
安全、权限与边界	用一个小模型改写用户输入,它被提示注入劫持了怎么办?	chapters/r6-memory-provider-ecosystem.md	3.6 查询改写:辅助模型做"不可信输入→受限输出"	输入侧声明为纯数据,输出侧五道确定性形状闸,任一不过就退回原话
安全、权限与边界	模型在回复里写了一个文件路径,harness 就把文件发了出去,怎么设防?	chapters/r7b-platform-integration.md	3.5 模型想发一个文件:一条被反复加固的外泄边界	八步判定顺序,符号链接必须在任何包含性检查之前解析
安全、权限与边界	陌生人给机器人发私信,怎么挡住又能让机主批准他?	chapters/r7c-gateway-periphery-and-scheduling.md	3.2 授权与配对:一个"或"出来的 14 层,和一条只能从外面开的门	十四层或逻辑加门只能从外面开;锁定检查必须排在查找待批条目之前
安全、权限与边界	陌生人给机器人发私信,怎么挡住又能让机主批准他?	chapters/r8a-configuration-surface.md	3.10 配对批准:门只能从外面开,而钥匙捅穿了封装	两把钥匙共用同一个锁芯,分叉长在两层薄壳里,而薄壳没人测
安全、权限与边界	撤销了一个人的访问,他下一条消息照样被放行,为什么?	chapters/r8a-configuration-surface.md	3.10 配对批准:门只能从外面开,而钥匙捅穿了封装	撤销要写两个地方,而其中一半的失败被吞掉,返回值只反映另一半
安全、权限与边界	用户合法需要在配置里写任意命令,这种地方怎么做安全校验?	chapters/r8a-configuration-surface.md	3.11 两个领域子模式给出的两条额外答案	闭世界白名单在定义上写不出来,只能钉死已知的坏形状并承认不完备
安全、权限与边界	浏览器管理界面上批准一台设备接入,这条最敏感的操作靠什么拦住陌生人?	chapters/r8c-dashboard-and-web.md	1. 从一个场景说起:你在手机上点了"允许"	演一遍配对批准的完整请求,点出这条路由自己没有鉴权
安全、权限与边界	浏览器管理界面上批准一台设备接入,这条最敏感的操作靠什么拦住陌生人?	chapters/r8c-dashboard-and-web.md	3.3 回到 approve_pairing:它到底靠什么	逐层给出它的真实保护来源,以及这个结论的脆弱前提
安全、权限与边界	我给 HTTP 服务加了鉴权中间件,它却比别的中间件晚跑,顺序谁说了算?	chapters/r8c-dashboard-and-web.md	3.1 中间件的顺序:一处连作者都写反了的地方	讲清后注册先执行的栈语义,以及作者把顺序写反的后果
安全、权限与边界	管理界面绑到 0.0.0.0 之后就只剩本机令牌保护了,该怎么办?	chapters/r8c-dashboard-and-web.md	3.2 一把锁的两种形态:绑哪儿决定用哪把	让绑定地址自动决定鉴权模式,而且没配好就拒绝启动
安全、权限与边界	WebSocket 升级请求会不会经过我给 HTTP 装的那套中间件?	chapters/r8c-dashboard-and-web.md	2. 全景	全景图点明 WS 完全绕过六层中间件、另有一套守卫
安全、权限与边界	免鉴权白名单用前缀匹配,会不会把 /loginXYZ 这种路径也放进去?	chapters/r8c-dashboard-and-web.md	3.4 本章的主题:同一件事有两份实现,只有一份带守卫	同一个函数里两张豁免表,一张精确一张前缀,以及当前暴露面
安全、权限与边界	OAuth 里的 state 和 PKCE 的 verifier,能不能用同一个随机串?	chapters/r8c-dashboard-and-web.md	3.4 本章的主题:同一件事有两份实现,只有一份带守卫	同仓两条 OAuth 实现的对照,PKCE 退化成裸授权码流程
安全、权限与边界	守卫写好了却有一条路不问它,这种漏接怎么数出来?	chapters/r8d-self-custody.md	4. 一条贯穿本章的线:守卫存在,但有一条路不问它	把四处并排,指出这是本章真正的分析产出
安全、权限与边界	守卫写好了却有一条路不问它,这种漏接怎么数出来?	chapters/r8d-self-custody.md	4.1 四个实例	四个实例:写路径、审批策略、插件装载、CVSS 分档
安全、权限与边界	守卫写好了却有一条路不问它,这种漏接怎么数出来?	chapters/r8d-self-custody.md	4.2 这四处的共同点	把「有没有这个机制」换成「有几条路,每条都问过吗」
安全、权限与边界	守卫写好了却有一条路不问它,这种漏接怎么数出来?	chapters/r8c-dashboard-and-web.md	3.4 本章的主题:同一件事有两份实现,只有一份带守卫	同一件事两份实现、只有一份带守卫的五个标本
安全、权限与边界	守卫写好了却有一条路不问它,这种漏接怎么数出来?	chapters/r8c-dashboard-and-web.md	4. 可迁移的设计原则	数一遍「绕过它也能做到同一件事」的路径有几条
安全、权限与边界	守卫写好了却有一条路不问它,这种漏接怎么数出来?	chapters/r9c-external-interfaces.md	4. 可迁移的设计原则	给防线做覆盖率普查:25 个出网点只接了 2 个
安全、权限与边界	守卫写了、看起来也在守,但那个条件永远不成立,怎么发现?	chapters/r11b-the-unwritten-layer.md	3.1 守卫装在错的层:一条永远不成立的 if	响应钩子里读下一跳恒为空,实测守卫打印 SKIPPED
安全、权限与边界	守卫写了、看起来也在守,但那个条件永远不成立,怎么发现?	chapters/r8d-self-custody.md	4.1 四个实例	供应链审计的分档也是恒为假,八行不可达、一律返回未知
安全、权限与边界	用环境变量关掉安全层图 CI 干净,会有什么后果?	chapters/r8d-self-custody.md	5. 可迁移的设计原则	测试接缝会变成生产旁路:能设环境变量的正是要防的人
安全、权限与边界	怎么让第三方插件的安装和执行分开,不至于装上就跑起来?	chapters/r8d-self-custody.md	3.5 准入:第三方代码怎么进到这个进程里	装/启用/发现三段准入,启用默认为否、非 TTY 直接判否
安全、权限与边界	主机白名单加上了,对方回一个 302 凭据还是会出去,怎么办?	chapters/r8d-self-custody.md	3.4 凭据:散在六个存储里的东西,谁管它们的生老病死	跨域重定向改用头白名单,只放行两个头、其余一律丢弃
安全、权限与边界	主机白名单加上了,对方回一个 302 凭据还是会出去,怎么办?	chapters/r9c-external-interfaces.md	4. 可迁移的设计原则	主机校验与重定向防护是两件事、缺一不可的实测依据
安全、权限与边界	第三方能力包里写的 shell 片段,会直接在我的机器上跑吗?	chapters/r9a-capability-organization.md	1. 从一个场景说起:你装了一个「查天气」的 skill	把 SKILL.md 的内联 shell 记号放进一次完整的加载走法里
安全、权限与边界	第三方能力包里写的 shell 片段,会直接在我的机器上跑吗?	chapters/r9a-capability-organization.md	3.1 skills:能力包,以及三处被绕开的守卫	内联 shell 不经审批闸,而安全扫描器不认识这个记号
安全、权限与边界	skill 声明自己需要某个环境变量,就能拿到我的模型 API key 吗?	chapters/r9a-capability-organization.md	3.1 skills:能力包,以及三处被绕开的守卫	GHSA 事故的因果经过,以及透传名单短路密钥清洗的机制
安全、权限与边界	让 agent 生一个子 agent 去干活,会不会成为绕开审批的后门?	chapters/r9a-capability-organization.md	3.3 委派:本簇唯一一个守卫问到位的扩展面	深度上限、只减不增的工具集,以及默认拒绝的审批回调
安全、权限与边界	限制 agent 出网的那个开关,到底能管住多少流量?	chapters/r9a-capability-organization.md	3.6 出网约束:一个名字很唬人、边界很窄的东西	把 egress 的真实边界缩到默认关闭、只对 Docker 沙箱生效
安全、权限与边界	用名单当安全判据,为什么在扩展面上必然会漏?	chapters/r9a-capability-organization.md	5.3 结构性结论:守卫都在,判据是名单	五道守卫排成一张表,给出名单式判据失效的结构性理由
安全、权限与边界	一个带凭据的请求,它的目的地到底是谁决定的?	chapters/r9c-external-interfaces.md	1. 从一个场景说起:一次分页读邮件	分页 nextLink 让响应体决定令牌发往哪台主机的实测
安全、权限与边界	一个带凭据的请求,它的目的地到底是谁决定的?	chapters/r9c-external-interfaces.md	4. 可迁移的设计原则	把目的地可信度分成本地配置、入站消息、远端响应三档
安全、权限与边界	一个带凭据的请求,它的目的地到底是谁决定的?	chapters/r9a-capability-organization.md	5.3 结构性结论:守卫都在,判据是名单	一次子串判定让入站事件把网关的令牌引到攻击者主机
安全、权限与边界	一个带凭据的请求,它的目的地到底是谁决定的?	chapters/r11b-the-unwritten-layer.md	3.1 守卫装在错的层:一条永远不成立的 if	最边缘的平台适配器手写了一份带原 bug 的重定向守卫
安全、权限与边界	为了少 shell 一次,密钥被明文缓存到磁盘,agent 自己读得到吗?	chapters/r9c-external-interfaces.md	3.4 密钥来源:钥匙不放在配置里,以及一份没进名单的明文缓存	两个同型缓存文件,一个有四处守卫,另一个零守卫
安全、权限与边界	为了少 shell 一次,密钥被明文缓存到磁盘,agent 自己读得到吗?	chapters/r9d-tool-surface-and-guard-placement.md	3.1 文件读写:两张不同的表,和一扇没上锁的门	禁读清单的普查读数:bws_cache 七处、op_cache 零处
安全、权限与边界	agent 把运行状态 POST 给我配的 webhook,载荷里到底装了什么?	chapters/r9c-external-interfaces.md	3.3 观测与外发:三条通道,以及为什么它们不算同一类问题	提到顶层的键只有四个,工具的完整输出原样进 extra
安全、权限与边界	agent 把运行状态 POST 给我配的 webhook,载荷里到底装了什么?	chapters/r9c-external-interfaces.md	5. 地图与代码的出入	把这类「风险提示把风险说小了」单独列成一类 ▲
安全、权限与边界	出站端点没做主机校验,这到底算不算安全缺陷?	chapters/r9c-external-interfaces.md	3.3 观测与外发:三条通道,以及为什么它们不算同一类问题	三条外发通道逐条判定,给出「目的地由谁决定」这条判准
安全、权限与边界	开发用的假数据夹具,会不会显示到真实账号上?	chapters/r9c-external-interfaces.md	3.5 计费:一句 "never" 和一个绕过它的第二消费者	双钥匙守卫被第二个消费者绕过,docstring 的 never 不成立
安全、权限与边界	用 isalnum() 去实现一个只允许 ASCII 的名字契约,会出什么事?	chapters/r9c-external-interfaces.md	3.4 密钥来源:钥匙不放在配置里,以及一份没进名单的明文缓存	Python 的 Unicode 语义放行全角名字,可伪造来源标签
安全、权限与边界	模型被禁止读凭据文件,它换一个工具就读到了,该怎么防?	chapters/r9d-tool-surface-and-guard-placement.md	1. 从一个场景说起:一次回合里,三件被明令禁止的事都办成了	三件被明令禁止的事各换一扇门就办成了的完整演示
安全、权限与边界	模型被禁止读凭据文件,它换一个工具就读到了,该怎么防?	chapters/r9d-tool-surface-and-guard-placement.md	3.1 文件读写:两张不同的表,和一扇没上锁的门	patch 只查写禁不查读禁,把明文密钥做成 diff 递给模型
安全、权限与边界	读禁和写禁是两张表,新增一个敏感文件怎么保证两边都加上?	chapters/r9d-tool-surface-and-guard-placement.md	3.1 文件读写:两张不同的表,和一扇没上锁的门	auth.json 漏进写禁表,而文档在「永远阻止」标题下点名它
安全、权限与边界	定时任务不带模型回合直接跑脚本,审批闸还在路径上吗?	chapters/r9d-tool-surface-and-guard-placement.md	3.3 看板、待办与定时:审批模型的形状	no_agent 档没有回合,提示词扫描与危险命令闸一起落空
安全、权限与边界	不想让 agent 自己决定给谁发消息,不注册那个工具就够了吗?	chapters/r9d-tool-surface-and-guard-placement.md	3.4 消息外发:谁决定收件人	禁令绑在工具注册上,cronjob 的 deliver 参数一跳绕过
安全、权限与边界	守卫认的是工具名,还是这次操作实际做了什么?	chapters/r9d-tool-surface-and-guard-placement.md	2. 全景	全景图里五条虚线,每条都是效果发生而守卫没被触发
安全、权限与边界	守卫认的是工具名,还是这次操作实际做了什么?	chapters/r9d-tool-surface-and-guard-placement.md	3.7 把这个形态数一遍:它是普遍的,还是我挑出来的?	AST 普查 17 处按工具名列举的常量,排除挑选偏差
安全、权限与边界	守卫认的是工具名,还是这次操作实际做了什么?	chapters/r9d-tool-surface-and-guard-placement.md	4. 可迁移的设计原则	把守卫下沉到收口点,而不是在每个工具入口各判一次
安全、权限与边界	守卫认的是工具名,还是这次操作实际做了什么?	chapters/r10-client-interface-layer.md	4. 可迁移的设计原则	缝越多守卫要重写越多遍,收口点让新缝自动被覆盖
安全、权限与边界	把审批权交给外部编辑器,两边权限模型对不齐会怎样?	chapters/r10-client-interface-layer.md	3.2 缝二:编辑器的 ACP —— 审批权第一次交给了外部程序	ACP 的「永久拒绝」被映射成一次性拒绝,下次照样问
安全、权限与边界	验了 JWT 签名就放行,声明里的信息没拿来限权,会怎样?	chapters/r10-client-interface-layer.md	3.3 缝三与缝四:同一个能力,四个名字	一个令牌可触发别的 profile 的任务:认证与授权少一次绑定
安全、权限与边界	界面层能不能直接开进程?危险能力该关在哪一侧?	chapters/r10b-desktop-application.md	3.1 边界:渲染层不开进程,这是整个安全模型的本钱	渲染层零进程启动的普查,以及桥作为唯一可枚举的出口
安全、权限与边界	界面层能不能直接开进程?危险能力该关在哪一侧?	chapters/r10b-desktop-application.md	2. 全景	全景图点明渲染进程与主进程之间只有一座桥
安全、权限与边界	一段名字叫 verify 的代码,失败分支是重新自签,这算校验吗?	chapters/r10b-desktop-application.md	3.4 供应链:安装器把信任交给了网络	codesign 失败即匿名重签,以及先看失败分支的审阅法
安全、权限与边界	平台推来一个图片 URL,我出网去下载它,这一步有多危险?	chapters/r11b-the-unwritten-layer.md	1. 从一个场景说起:一条带图的消息进来	用一次带图消息把 SSRF 的威胁模型演成具体的五步
可靠性、故障与恢复	不同服务商用不同状态码表达同一种失败,怎么统一处理?	chapters/r2-turn-loop-and-model-access.md	3.6 失败恢复:一个分类器,四个恢复开关	一个分类器把各家错误折叠成失败原因加四个正交的恢复开关
可靠性、故障与恢复	主模型挂了要切备用,除了换个模型名还得同步什么?	chapters/r2-turn-loop-and-model-access.md	3.7 故障转移:切模型 = 换一整套运行时状态	切换是一次全量运行时状态同步,漏掉任何一项都对应一个编号事故
可靠性、故障与恢复	模型执行完工具后返回了空响应,循环该怎么接住?	chapters/r2-turn-loop-and-model-access.md	3.10 空响应恢复:一个六级阶梯	六级恢复阶梯,每级配一次性守卫,放弃时的哨兵带着不许持久化的标记
可靠性、故障与恢复	一次可用性探测抖了一下,整组工具就从 agent 里消失了怎么办?	chapters/r3-tool-infrastructure.md	3.1 窄腰:注册(工具存在)和暴露(对谁可见)是两层	探测结果缓存 30 秒再加 60 秒瞬断宽限,只有持续失败才如实反映宕机
可靠性、故障与恢复	会话库放在网络盘上或者断过电,打开后一条会话都看不到了怎么办?	chapters/r5-session-state-and-persistence.md	3.1 会话库:一个 SQLite 文件扛住多进程 + 恶劣文件系统 + 崩溃	日志模式启用要信返回值、坏库改名隔离不删除、打开期分级自修复且不碰数据
可靠性、故障与恢复	一个记忆后端卡了五分钟,整个界面还显示 agent 在跑,怎么防?	chapters/r6-memory-provider-ecosystem.md	1. 从一个场景说起:一个配错的 daemon 卡了 298 秒	298 秒事故逼出的两道围栏:写路径必须离线、读路径 8 秒就放弃
可靠性、故障与恢复	一个记忆后端卡了五分钟,整个界面还显示 agent 在跑,怎么防?	chapters/r6-memory-provider-ecosystem.md	3.7 失败方向:自动路径 fail-open,模型路径 fail-visible	自动路径静默降级,模型显式调用的工具路径返回结构化错误
可靠性、故障与恢复	agent 十分钟没动静,到底是在干活还是已经死了?	chapters/r7-gateway-session-core.md	3.6 看护面 —— 单一进度钟上的四条线	四条看护线共用 agent 自报的活动时间戳,看门狗特意跑在事件循环之外
可靠性、故障与恢复	会话永久卡死,一直提示正在中断,只能重启进程,怎么防?	chapters/r7b-platform-integration.md	3.2 第一层守卫:释放锁比获取锁难得多	三个字典构成守卫,难点在释放:清空事件但保留键那个中间态是支点
可靠性、故障与恢复	会话永久卡死,一直提示正在中断,只能重启进程,怎么防?	chapters/r7b-platform-integration.md	3.3 两个把进程搞挂的 issue,都出在释放路径	递归排水把进程打成段错误,两个各自正确的保守策略合起来是死锁
可靠性、故障与恢复	定时任务执行到一半进程崩了,重启后会不会跑两次?	chapters/r7c-gateway-periphery-and-scheduling.md	3.3 定时调度:一句话撑起"最多跑一次"	执行前先推进下次触发时间,选最多一次;错过的塌缩成一次并有宽限窗
可靠性、故障与恢复	从损坏的库里救回两万条消息,紧接着的清理又把它们全删了?	chapters/r8d-self-custody.md	3.2 自我修复:在 import 跑起来之前就得能自救	先合成占位父行再删孤儿,重建计数不进清理统计
可靠性、故障与恢复	跑多图任务时整个进程都卡了,连无关的定时任务都慢,该限什么?	chapters/r9b-multimodal-delivery.md	3.2 CPU 突发闸:限流要限在真正被耗尽的资源上	限流限在 CPU 而不是请求数,LLM 调用故意不限并发
可靠性、故障与恢复	审批之后界面卡了十分钟,最后报 turn 超时,完成通知去哪了?	chapters/r9c-external-interfaces.md	3.6 Codex 传输:一个把自己完成通知吃掉的排空循环	排空循环抄漏了终止条件那一支,真实错因被替换
可靠性、故障与恢复	内外两层超时,外层比内层还短,会发生什么?	chapters/r9d-tool-surface-and-guard-placement.md	3.2 LSP 子系统:本轮设计质量最高的一块	注释写对了不变式却没断言它,一个文档化配置就能打破
可靠性、故障与恢复	原子写声称失败时会清掉临时文件,实际却残留了,为什么?	chapters/r9d-tool-surface-and-guard-placement.md	3.1 文件读写:两张不同的表,和一扇没上锁的门	shell 单引号里的反斜杠不是转义,trap 删的是别的文件名
可靠性、故障与恢复	agent 反问用户,而这个平台根本没有回复通道,回合会怎样?	chapters/r9d-tool-surface-and-guard-placement.md	3.6 回合周边:上下文传播与清理	阻塞满默认一小时,而没有任何通道能解锁它
可靠性、故障与恢复	同一份重试策略客户端一份服务端一份,重试会不会重复扣款?	chapters/r10b-desktop-application.md	3.3 同一件事写两遍:本章缺陷的主形状	幂等钥匙的复用标记零读取点,重试会新铸一把钥匙
可靠性、故障与恢复	最需要能跑的那条排障命令,偏偏在环境不正常时崩掉,怎么设计?	chapters/r11b-the-unwritten-layer.md	4. 可迁移的设计原则	八处无保护调用点,正确姿态是每个探测块独立降级
部署、运维与升级	我想在一个进程里跑两套人格,会不会串会话、抢 token、抢端口?	chapters/r7-gateway-session-core.md	3.9 多 profile 多路复用 —— 一进程多人格	键命名空间隔离、凭据独占声明、端口只允许默认档案持有并启动即失败
部署、运维与升级	一台 7x24 的长跑 agent 进程,除了聊天还会被谁驱动?	chapters/r7c-gateway-periphery-and-scheduling.md	TL;DR(快读路径)	四个外部输入面加一个输出面,以及横切所有机制的生命周期簇
部署、运维与升级	一台 7x24 的长跑 agent 进程,除了聊天还会被谁驱动?	chapters/r7c-gateway-periphery-and-scheduling.md	1. 从一个场景说起:一台网关的一天	用一天里的五个时刻把五个问题演出来
部署、运维与升级	一台 7x24 的长跑 agent 进程,除了聊天还会被谁驱动?	chapters/r7c-gateway-periphery-and-scheduling.md	2. 全景	全景图:所有输入先过授权,所有输出汇到投递面
部署、运维与升级	进程跑在没有 SSH 的地方,怎么从聊天窗口运维它?	chapters/r7c-gateway-periphery-and-scheduling.md	3.1 slash 命令面:给没有 SSH 的进程开的运维通道	注册表、实现、分发三处分离,忙时策略字段决定哪几条命令能打断回合
部署、运维与升级	部署脚本发来终止信号,正在跑的回合怎么办?超时被强杀怎么办?	chapters/r7c-gateway-periphery-and-scheduling.md	3.5 运行态与关停:和外部监督者赛跑	三层计时器要和外部监督者对齐,关停声明必须在长时间排水之前发出
部署、运维与升级	机器空着却一直不休眠,而单元测试全绿,问题出在哪?	chapters/r7c-gateway-periphery-and-scheduling.md	3.6 缩容到零:纯函数写对了,调用方喂错了	纯函数把语义外包给调用方,调用方拿了一个名字对、含义完全不同的字段
部署、运维与升级	长跑进程的运维面该怎么设计,才不会自己骗自己?	chapters/r7c-gateway-periphery-and-scheduling.md	4. 可迁移的设计原则	九条:纯函数要配输入契约、执行前推进、记录层永不驱动决策层
部署、运维与升级	升级到一半崩了,连修复命令都敲不进去怎么办?	chapters/r8b-cli-trunk-and-interaction.md	5.1 修复命令必须能在"被自己搞坏的环境"里跑起来	入口第一个导入用 try 兜住,把砖化降级成少一个平台优化
部署、运维与升级	升级到一半崩了,连修复命令都敲不进去怎么办?	chapters/r8d-self-custody.md	3.2 自我修复:在 import 跑起来之前就得能自救	救援代码只用标准库,把「装到一半」建模成四种状态
部署、运维与升级	进程要替换自己的源码,旧模块还在内存里,怎么才能不崩?	chapters/r8d-self-custody.md	1. 从一个场景说起:你敲下 `hermes update`	把升级这一刻会撞上的四类问题一次性演出来
部署、运维与升级	进程要替换自己的源码,旧模块还在内存里,怎么才能不崩?	chapters/r8d-self-custody.md	3.1 自我更新:进程在替换自己的时候还活着	让一个返回值同时满足新旧两种调用约定,及其平台代价
部署、运维与升级	两个终端同时敲了升级命令,先查后写的那把锁挡得住吗?	chapters/r8d-self-custody.md	3.1 自我更新:进程在替换自己的时候还活着	64 个进程对齐启动,三次分别有 7/1/2 个同时认为拿到锁
部署、运维与升级	一条只是查版本的命令,会不会在用户机器上建出一堆目录?	chapters/r8d-self-custody.md	3.2 自我修复:在 import 跑起来之前就得能自救	快路径下家目录一个文件都不建的实测副产品
部署、运维与升级	升级命令的退出码 2 到底什么意思?自动化能照文档写吗?	chapters/r8d-self-custody.md	6. 地图与代码的出入	文档把退出码含义写反,照它写的重试脚本会去清工作区
部署、运维与升级	我的程序要装在用户机器上活很久,除了处理请求还得干哪些事?	chapters/r8d-self-custody.md	2. 全景	自持、身份、准入、边界四组职责,以及它们的依赖关系
