group	problem	chapter	section	why
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r6-memory-provider-ecosystem.md	本轮真正的系统性风险:一个拼错了却不报错的键名	清单里的键名拼错成非 schema 键,解析器静默丢弃,五家插件无一写对
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r8a-configuration-surface.md	3.2 头条:同一份文件,两个装载器,合并语义不同	一条完全正确的命令被告知不是已知键,还附赠一个会把配置弄坏的建议
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r8b-cli-trunk-and-interaction.md	3.1 死法一:值漂移(上一轮已定案,此处只作对照)	死法一值漂移:遗留键被默认值播种,用户没设过这个判断永久失真
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r8b-cli-trunk-and-interaction.md	3.2 死法二:层级错位 —— 同一条命令,不同入口给出不同的世界	死法二层级错位:键只存在于一份默认值里,另一个入口读到的是空
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r8b-cli-trunk-and-interaction.md	3.3 死法三:读它的代码根本跑不到	死法三:读它的那半句代码根本跑不到,而它看起来完全正常
会话、状态与上下文	一个进程要同时接待几十场对话,怎么保证它们互不串线?	chapters/r7-gateway-session-core.md	TL;DR(快读路径)	会话键、任务局部身份、回合租约三层配合,外加四条看护线
会话、状态与上下文	一个进程要同时接待几十场对话,怎么保证它们互不串线?	chapters/r7-gateway-session-core.md	2. 全景	入站到会话键到租约到回合到流式桥到看护线的全景图
会话、状态与上下文	同一个人在私聊、群、话题里说话,怎么决定这属于哪一场对话?	chapters/r7-gateway-session-core.md	3.1 确定性会话键 —— 多路复用的地基	纯函数拍键的三条隔离规则,以及别名翻转、预期线程等三个平台边角
会话、状态与上下文	两条消息同时进来,一条的身份被另一条覆盖了,怎么防?	chapters/r7-gateway-session-core.md	3.2 "我是谁"与"我的东西在哪"——contextvars 与 SessionState	身份放任务局部变量,入口先重置再绑定;状态按清理时机分三层
会话、状态与上下文	两个窗口恢复了同一场会话,转录被交错写坏了怎么办?	chapters/r7-gateway-session-core.md	3.3 回合租约与 run generation —— 写序与迟到者	按最终会话 id 加锁、身份检查释放、超时降级不串行化、单调代数丢弃迟到者
接入与多平台	模型在一个字一个字地吐,聊天软件里那条消息怎么平滑生长又不被限流?	chapters/r7-gateway-session-core.md	3.5 流式桥 —— 从模型 token 流到聊天软件里那条会动的消息	类型化事件、同步路由、投递引擎三层,含限速编辑、补代码围栏、终稿去重
可靠性、故障与恢复	agent 十分钟没动静,到底是在干活还是已经死了?	chapters/r7-gateway-session-core.md	3.6 看护面 —— 单一进度钟上的四条线	四条看护线共用 agent 自报的活动时间戳,看门狗特意跑在事件循环之外
会话、状态与上下文	后台任务两小时后才跑完,结果怎么回到原来那场对话里?	chapters/r7-gateway-session-core.md	3.7 带外注入 —— wake 的两条路	唤醒的两条路,共同原则是回注必须走真实入口、不造第三条特权通道
会话、状态与上下文	每条消息都重新装配一个 agent 太贵,缓存住又会吃光内存怎么办?	chapters/r7-gateway-session-core.md	3.8 每会话 agent 缓存 —— 复用与逐出	上限加空闲逐出加会话过期联动,复用判据是一个配置签名哈希
部署、运维与升级	我想在一个进程里跑两套人格,会不会串会话、抢 token、抢端口?	chapters/r7-gateway-session-core.md	3.9 多 profile 多路复用 —— 一进程多人格	键命名空间隔离、凭据独占声明、端口只允许默认档案持有并启动即失败
会话、状态与上下文	我要写一个同时服务几十场对话的 agent 服务,并发上先防哪些坑?	chapters/r7-gateway-session-core.md	4. 可迁移的设计原则	十条:纯函数拍键、锁的键必须等于归属键、可打断的工作一律配单调代数
接入与多平台	我要支持很多聊天平台,又不想让差异漏进内核,该怎么抽象?	chapters/r7b-platform-integration.md	TL;DR(快读路径)	三条接入成本曲线,能力位,以及把能力位从方法变成数据的那一步
接入与多平台	我要支持很多聊天平台,又不想让差异漏进内核,该怎么抽象?	chapters/r7b-platform-integration.md	2. 全景	三条血统汇入同一个基类,基类只向网关暴露一个入口和一组能力位
接入与多平台	我要支持很多聊天平台,又不想让差异漏进内核,该怎么抽象?	chapters/r7b-platform-integration.md	3.1 能力位:把"平台差异"变成可询问的问题	能力位默认全取最保守,而且说谎也不挂:抛异常就是第二道降级信号
接入与多平台	一条回复里有 emoji,平台却说超长拒收,该怎么数长度、怎么切?	chapters/r7b-platform-integration.md	3.1 能力位:把"平台差异"变成可询问的问题	长度按 UTF-16 码元计,截断要二分找不劈开字符的最长前缀
可靠性、故障与恢复	会话永久卡死,一直提示正在中断,只能重启进程,怎么防?	chapters/r7b-platform-integration.md	3.2 第一层守卫:释放锁比获取锁难得多	三个字典构成守卫,难点在释放:清空事件但保留键那个中间态是支点
可靠性、故障与恢复	会话永久卡死,一直提示正在中断,只能重启进程,怎么防?	chapters/r7b-platform-integration.md	3.3 两个把进程搞挂的 issue,都出在释放路径	递归排水把进程打成段错误,两个各自正确的保守策略合起来是死锁
接入与多平台	客户端每次都重发全部历史又不给会话 ID,怎么认出这是同一段对话?	chapters/r7b-platform-integration.md	3.4 api_server:把无状态协议接到有状态 agent 上	哈希系统提示加第一句话造确定性会话 ID,零客户端改造,并交代撞车代价
安全、权限与边界	模型在回复里写了一个文件路径,harness 就把文件发了出去,怎么设防?	chapters/r7b-platform-integration.md	3.5 模型想发一个文件:一条被反复加固的外泄边界	八步判定顺序,符号链接必须在任何包含性检查之前解析
接入与多平台	我不想为每个平台写适配器,能不能把接平台这件事整体外包?	chapters/r7b-platform-integration.md	3.6 relay:把"接平台"整体外包	握手时传一个能力描述符,能力位变成数据;含信任边界上的取值归一化
接入与多平台	接很多平台时,抽象、并发、安全上有哪些现成判据可以直接抄?	chapters/r7b-platform-integration.md	4. 可迁移的设计原则	24 条判据,分抽象、并发、健壮性、安全、文档五组
部署、运维与升级	一台 7x24 的长跑 agent 进程,除了聊天还会被谁驱动?	chapters/r7c-gateway-periphery-and-scheduling.md	TL;DR(快读路径)	四个外部输入面加一个输出面,以及横切所有机制的生命周期簇
部署、运维与升级	一台 7x24 的长跑 agent 进程,除了聊天还会被谁驱动?	chapters/r7c-gateway-periphery-and-scheduling.md	1. 从一个场景说起:一台网关的一天	用一天里的五个时刻把五个问题演出来
部署、运维与升级	一台 7x24 的长跑 agent 进程,除了聊天还会被谁驱动?	chapters/r7c-gateway-periphery-and-scheduling.md	2. 全景	全景图:所有输入先过授权,所有输出汇到投递面
部署、运维与升级	进程跑在没有 SSH 的地方,怎么从聊天窗口运维它?	chapters/r7c-gateway-periphery-and-scheduling.md	3.1 slash 命令面:给没有 SSH 的进程开的运维通道	注册表、实现、分发三处分离,忙时策略字段决定哪几条命令能打断回合
安全、权限与边界	陌生人给机器人发私信,怎么挡住又能让机主批准他?	chapters/r7c-gateway-periphery-and-scheduling.md	3.2 授权与配对:一个"或"出来的 14 层,和一条只能从外面开的门	十四层或逻辑加门只能从外面开;锁定检查必须排在查找待批条目之前
安全、权限与边界	陌生人给机器人发私信,怎么挡住又能让机主批准他?	chapters/r8a-configuration-surface.md	3.10 配对批准:门只能从外面开,而钥匙捅穿了封装	两把钥匙共用同一个锁芯,分叉长在两层薄壳里,而薄壳没人测
可靠性、故障与恢复	定时任务执行到一半进程崩了,重启后会不会跑两次?	chapters/r7c-gateway-periphery-and-scheduling.md	3.3 定时调度:一句话撑起"最多跑一次"	执行前先推进下次触发时间,选最多一次;错过的塌缩成一次并有宽限窗
接入与多平台	消息发出去了但确认丢了,到底该不该重发?	chapters/r7c-gateway-periphery-and-scheduling.md	3.4 投递面:一条回复怎么变成聊天窗口里的一条消息	不消除歧义而是暴露给人:重发打恢复标记,预算只花在当前发得出去的通道
部署、运维与升级	部署脚本发来终止信号,正在跑的回合怎么办?超时被强杀怎么办?	chapters/r7c-gateway-periphery-and-scheduling.md	3.5 运行态与关停:和外部监督者赛跑	三层计时器要和外部监督者对齐,关停声明必须在长时间排水之前发出
部署、运维与升级	机器空着却一直不休眠,而单元测试全绿,问题出在哪?	chapters/r7c-gateway-periphery-and-scheduling.md	3.6 缩容到零:纯函数写对了,调用方喂错了	纯函数把语义外包给调用方,调用方拿了一个名字对、含义完全不同的字段
部署、运维与升级	长跑进程的运维面该怎么设计,才不会自己骗自己?	chapters/r7c-gateway-periphery-and-scheduling.md	4. 可迁移的设计原则	九条:纯函数要配输入契约、执行前推进、记录层永不驱动决策层
配置与凭据	配置文件和环境变量里都设了同一件事,到底谁说了算?	chapters/r8a-configuration-surface.md	TL;DR(快读路径)	两套互不相干的系统,文档画的那条四级优先级链在代码里并不存在
配置与凭据	配置文件和环境变量里都设了同一件事,到底谁说了算?	chapters/r8a-configuration-surface.md	2. 全景:两套东西,一个名字	三条桥的方向,含顶层标量反过来变成环境变量这条反直觉的
配置与凭据	我照文档配好了、功能也正常,诊断命令却说没配,该信谁?	chapters/r8a-configuration-surface.md	1. 从一个场景说起:我照着文档配了,机器人也好了,面板却说没配	面板读的是改名前的旧变量,兼容分支双重失效,两个诊断命令互相拆台
配置与凭据	我只改了一个子键,同级的默认值全没了怎么办?	chapters/r8a-configuration-surface.md	3.1 深合并:为什么"改一个键"不该弄丢它的兄弟	递归深合并保住兄弟键,YAML 里的空段解析成 None 也当作没写
配置与凭据	我只改了一个子键,同级的默认值全没了怎么办?	chapters/r8b-cli-trunk-and-interaction.md	3.2 死法二:层级错位 —— 同一条命令,不同入口给出不同的世界	浅合并的危害取决于读取点兜底能否重建:十四个内置人格被一次增补顶掉
配置与凭据	同一个配置键,命令行和网关读出来的值不一样,为什么?	chapters/r8a-configuration-surface.md	3.2 头条:同一份文件,两个装载器,合并语义不同	两个装载器各带一份默认值、合并语义还不同,实测同一份文件两个结果
配置与凭据	用户把配置文件编辑坏了,进程该退回默认值还是保持现状?	chapters/r8a-configuration-surface.md	3.3 解析失败:退回"上一次好的",而不是退回默认值	退回默认值等于把拒绝名单这类限制性规则自己拆了,所以退回上一次好的
配置与凭据	改了个无关的显示选项,API 密钥就被明文写进配置文件了,怎么防?	chapters/r8a-configuration-surface.md	3.4 读写不对称:读的时候展开密钥,写的时候必须把它变回去	读时展开必须配写时逆变换,并给出值有没有被改动过的三条判据
配置与凭据	明明改了配置却不生效,重启一下就好了,该往哪儿查?	chapters/r8a-configuration-surface.md	3.5 缓存:键必须覆盖全部输入,而不只是最显眼那个	缓存键只覆盖了最显眼的输入;重启就好了是缓存键不完整的典型征兆
配置与凭据	配置格式升级了,两年前的老配置怎么自动迁上来?	chapters/r8a-configuration-surface.md	3.6 版本迁移:一张表、一个下限、一个不推进的版本号	表驱动加支持下限,跳号合法;配表的形状与删除安全性两类测试
配置与凭据	迁移屏幕上说加了十五个键,文件里一个都没有,怎么回事?	chapters/r8a-configuration-surface.md	3.6 版本迁移:一张表、一个下限、一个不推进的版本号	两个各自正确的设计相撞:默认值不落盘的不变式无声吃掉了那一步的写入
配置与凭据	我关掉了一个工具集,重启之后它又回来了,为什么?	chapters/r8a-configuration-surface.md	3.7 工具集配置:一个"从子集反推"的坑,和它的修法	从复合工具集反推子集,让关掉的重新算启用;修法是换判据不是改数据
界面与客户端	命令在帮助里列着,敲下去却说未知命令,怎么回事?	chapters/r8a-configuration-surface.md	3.9 命令注册表:一份定义,四个各自过滤的视图	一份定义派生四个各自过滤的视图,有多少条命令要先问对谁而言
界面与客户端	命令在帮助里列着,敲下去却说未知命令,怎么回事?	chapters/r8b-cli-trunk-and-interaction.md	4.3 同一个形状的另一副面孔:两份必须手工对齐的名单	注册表决定用户看到什么、分发链决定用户能做什么,两者靠人对齐
安全、权限与边界	撤销了一个人的访问,他下一条消息照样被放行,为什么?	chapters/r8a-configuration-surface.md	3.10 配对批准:门只能从外面开,而钥匙捅穿了封装	撤销要写两个地方,而其中一半的失败被吞掉,返回值只反映另一半
安全、权限与边界	用户合法需要在配置里写任意命令,这种地方怎么做安全校验?	chapters/r8a-configuration-surface.md	3.11 两个领域子模式给出的两条额外答案	闭世界白名单在定义上写不出来,只能钉死已知的坏形状并承认不完备
配置与凭据	schema 要演进,该改用户的文件还是读的时候归一化?	chapters/r8a-configuration-surface.md	3.11 两个领域子模式给出的两条额外答案	两种策略的取舍表:旧形状寿命、动不动用户文件、失败面、各自适合什么
配置与凭据	配置系统该怎么设计,才不会让用户配了却不生效?	chapters/r8a-configuration-surface.md	4. 可迁移的设计原则	二十条判据,含把键的说明做成数据结构必填字段那个对照实验
界面与客户端	敲下一条命令到进入对话,中间到底有多少人在做决定?	chapters/r8b-cli-trunk-and-interaction.md	TL;DR(快读路径)	入口不是那个最像的文件,而且解析参数之前已经做完一大堆决定
界面与客户端	敲下一条命令到进入对话,中间到底有多少人在做决定?	chapters/r8b-cli-trunk-and-interaction.md	2. 全景	左半边决定用什么配置怎么启动,右半边决定一次交互怎么跑完
界面与客户端	档案参数决定读哪份配置,可模块导入时就已经读了配置,怎么办?	chapters/r8b-cli-trunk-and-interaction.md	1. 从一个场景说起:`hermes -p work chat` 敲下去之后	在参数解析之前手工扫一遍 argv,以及这一手欠下的带值参数名单债
部署、运维与升级	升级到一半崩了,连修复命令都敲不进去怎么办?	chapters/r8b-cli-trunk-and-interaction.md	5.1 修复命令必须能在"被自己搞坏的环境"里跑起来	入口第一个导入用 try 兜住,把砖化降级成少一个平台优化
界面与客户端	我只是敲了 --help,帮助文本却被打印了两遍,为什么?	chapters/r8b-cli-trunk-and-interaction.md	5.2 `SystemExit` 里,退出码是唯一能分开"我打印完了"和"我失败了"的信息	正常完成和失败用同一个异常类型表达,只有退出码能把两者分开
界面与客户端	我要写一个 CLI 入口,启动顺序和那些手抄名单该怎么处理?	chapters/r8b-cli-trunk-and-interaction.md	6. 可迁移的设计原则	八条:入口顺序是资源、手抄名单要对账、except 作用域要和注释一样窄
