group	problem	chapter	section	why
工程方法与项目治理	文件名字像是出图链路的一部分,实际跟出图无关,该怎么办?	chapters/r9b-multimodal-delivery.md	5. 地图与代码的出入	命名承诺的归属与真实调用图的出入,代价等同文档说错话
工程方法与项目治理	我怀疑自己只是在挑刺,怎么证明一个缺陷形态是普遍的?	chapters/r9d-tool-surface-and-guard-placement.md	3.7 把这个形态数一遍:它是普遍的,还是我挑出来的?	AST 机械枚举 17 处同类常量,把人工实例放回分布里
工程方法与项目治理	同一个仓库里两份文档互相矛盾,该以哪一份为准?	chapters/r10-client-interface-layer.md	5. 地图与代码的出入	地图自己和自己打架的首例,以及指向不存在清单的文档
工程方法与项目治理	读一个几十万行的仓库,哪些文件只需要知悉用途?交付到什么程度?	chapters/r10b-desktop-application.md	5. 方法论:本项目第一次量出 L3 的成本	先定判据再动手,这一层交「形态账」而不是一份目录
工程方法与项目治理	别人给的结论有没有真跑起来验证过?怎么读出一份分析的限度?	chapters/r10-client-interface-layer.md	6. 本章的限度(必须一起读)	把没跑过的、没装 SDK 的、不在本章的四条限度写进正文
工程方法与项目治理	fork 了别人的 MIT 代码,许可声明还在吗?	chapters/r10-client-interface-layer.md	3.4 为什么要自己养一个渲染器和一个布局引擎	整个包零许可声明、没有 LICENSE 文件、也没有 license 字段
工程方法与项目治理	随代码一起发货的知识库,要不要和代码一样有守门人?	chapters/r11a-ops-and-delivery.md	3.5 随货发出的知识库	183 份技能文档无仓库级校验,作者本机路径随货发出
工程方法与项目治理	把参数定义从一个一万两千行的主文件里拆出来,值不值得?	chapters/r11b-the-unwritten-layer.md	3.3 薄壳层:回报在第二个消费者	抽象的判据是第二个消费者,而不是代码变整齐了
工程方法与项目治理	一个项目里没人写、没人读的边角文件,怎么保证它们真被查过?	chapters/r11b-the-unwritten-layer.md	TL;DR(快读路径)	38 个从未被引用过的文件,补读后查出 14 条代码缺陷
工程方法与项目治理	同一件事写了两遍,两份悄悄漂开了,怎么在漂的那一刻就发现?	chapters/r9b-multimodal-delivery.md	4.1 展开第 7 条:本簇 15 条问题里,多数是"副本漂了"	四份副本写给四个读者,三例漂移的共同形状与实操修法
工程方法与项目治理	同一件事写了两遍,两份悄悄漂开了,怎么在漂的那一刻就发现?	chapters/r9c-external-interfaces.md	3.2 「同一份知识写第二遍」—— 这一轮把病因看清了	仓库已有钉住副本的测试惯例,而漂的那份不在它的作用域内
工程方法与项目治理	同一件事写了两遍,两份悄悄漂开了,怎么在漂的那一刻就发现?	chapters/r10b-desktop-application.md	3.3 同一件事写两遍:本章缺陷的主形状	重试清单、错误文案、语言包三处两份实现零绑定
工程方法与项目治理	同一件事写了两遍,两份悄悄漂开了,怎么在漂的那一刻就发现?	chapters/r10b-desktop-application.md	3.5 渲染分派表:5 行永远命不中	工具名映射表跨语言腐烂,5 行永远命不中
工程方法与项目治理	同一件事写了两遍,两份悄悄漂开了,怎么在漂的那一刻就发现?	chapters/r10b-desktop-application.md	4. 可迁移的设计原则	一份规则只允许有一个实现,做不到就要一条机器能查的绑定
工程方法与项目治理	同一件事写了两遍,两份悄悄漂开了,怎么在漂的那一刻就发现?	chapters/r11b-the-unwritten-layer.md	3.2 手抄的名单一定会漂	手抄名单必漂的三个实例,以及生成或核对测试这条判据
工程方法与项目治理	同一件事写了两遍,两份悄悄漂开了,怎么在漂的那一刻就发现?	chapters/r11a-ops-and-delivery.md	4. 可迁移的设计原则	把「同一事实写两遍」的地方各写一条断言钉死
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r9c-external-interfaces.md	4. 可迁移的设计原则	测试替身重抄了被测逻辑,断言只是在验证复制本身
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r8d-self-custody.md	3.1 自我更新:进程在替换自己的时候还活着	更新锁的 25 个测试全是顺序语义,并发缺陷测不出来
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r8c-dashboard-and-web.md	5. 地图与代码的出入	本该守住 cron 投递名单的那个回归测试类是空的
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r10-client-interface-layer.md	3.1 缝一:终端的 JSON-RPC —— 144 个方法,82 个被用到	模块主路径永久走回落分支,模块还在、测试还绿
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r11b-the-unwritten-layer.md	5. 地图与代码的出入	一个全仓没人抛的异常,配了一个永远会通过的测试
工程方法与项目治理	文档跟代码对不上,怎么分辨地图画错了还是地图没画这一块?	chapters/r9d-tool-surface-and-guard-placement.md	5. 地图与代码的出入	用「前件成不成立」判定,并按定稿时的快照拆判三类
工程方法与项目治理	文档跟代码对不上,怎么分辨地图画错了还是地图没画这一块?	chapters/r10b-desktop-application.md	6. 地图与代码的出入	整句整段一并判定,两处因此被降级或被撤销
工程方法与项目治理	文档跟代码对不上,怎么分辨地图画错了还是地图没画这一块?	chapters/r8d-self-custody.md	6. 地图与代码的出入	文档字面为真但显著保守时,记 ◎ 而不是 ▲ 的理由
工程方法与项目治理	怎么知道一个可选依赖没装,而不是等它在半夜炸?	chapters/r9c-external-interfaces.md	3.1 传输层:一个抽象,和三份互相抄的能力表	一个为优雅降级写的 except,把自己代码的 import bug 也吞了
工程方法与项目治理	怎么知道一个可选依赖没装,而不是等它在半夜炸?	chapters/r10-client-interface-layer.md	4. 可迁移的设计原则	同一个缺失依赖,一处静默不跑 96 个用例、一处只错一条
